Time,pixels_from_encoder,pixels_from_cv2
25.8341961,[[[645 537]]],"(722, 525)"
25.8763701,[[[645 537]]],"(723, 525)"
25.9212965,[[[645 537]]],"(722, 525)"
25.9617858,[[[645 537]]],"(723, 525)"
26.0060043,[[[644 537]]],"(723, 525)"
26.0427347,[[[645 537]]],"(723, 525)"
26.0838225,[[[645 537]]],"(723, 525)"
26.1266578,[[[645 537]]],"(723, 525)"
26.171661,[[[645 537]]],"(723, 525)"
26.2098447,[[[645 537]]],"(723, 525)"
26.2528208,[[[645 537]]],"(723, 525)"
26.2941173,[[[645 537]]],"(723, 525)"
26.3385332,[[[644 537]]],"(723, 525)"
26.3792782,[[[645 537]]],"(723, 525)"
26.4252912,[[[645 537]]],"(723, 525)"
26.4779522,[[[645 537]]],"(722, 525)"
26.5186335,[[[645 537]]],"(723, 525)"
26.5587511,[[[645 537]]],"(723, 525)"
26.6047533,[[[645 537]]],"(723, 525)"
26.6452215,[[[645 537]]],"(723, 525)"
26.6896455,[[[645 537]]],"(723, 525)"
26.7320561,[[[645 537]]],"(723, 525)"
26.7728468,[[[645 537]]],"(723, 525)"
26.8111875,[[[645 537]]],"(723, 525)"
26.8543739,[[[645 537]]],"(723, 525)"
26.8921986,[[[645 537]]],"(723, 525)"
26.9369312,[[[645 537]]],"(723, 525)"
26.9852267,[[[645 537]]],"(723, 525)"
27.0273493,[[[645 537]]],"(723, 525)"
27.0719146,[[[645 537]]],"(723, 525)"
27.1153839,[[[645 537]]],"(723, 525)"
27.161356,[[[645 537]]],"(723, 525)"
27.2054982,[[[645 537]]],"(723, 525)"
27.243658,[[[645 537]]],"(723, 525)"
27.2833202,[[[645 537]]],"(723, 525)"
27.3227652,[[[645 537]]],"(723, 525)"
27.3597191,[[[645 537]]],"(723, 525)"
27.3969415,[[[645 537]]],"(723, 525)"
27.4438977,[[[645 537]]],"(723, 525)"
27.4850301,[[[645 537]]],"(723, 525)"
27.5271764,[[[645 537]]],"(723, 525)"
27.5718056,[[[645 537]]],"(723, 525)"
27.6089091,[[[645 537]]],"(723, 525)"
27.6554602,[[[645 537]]],"(723, 525)"
27.6925523,[[[645 537]]],"(723, 525)"
27.7339049,[[[645 537]]],"(723, 525)"
27.7747015,[[[645 537]]],"(723, 525)"
27.8118002,[[[645 537]]],"(723, 525)"
27.8541259,[[[645 537]]],"(723, 525)"
27.8945668,[[[645 537]]],"(723, 525)"
27.9375114,[[[645 537]]],"(723, 525)"
27.9785874,[[[645 537]]],"(723, 525)"
28.0250286,[[[645 537]]],"(723, 525)"
28.0649704,[[[645 537]]],"(723, 525)"
28.1238619,[[[645 537]]],"(723, 525)"
28.1682255,[[[645 537]]],"(723, 525)"
28.2092353,[[[645 537]]],"(723, 525)"
28.2479496,[[[645 537]]],"(723, 525)"
28.2860438,[[[645 537]]],"(723, 525)"
28.3249954,[[[645 537]]],"(723, 525)"
28.3687524,[[[645 537]]],"(723, 525)"
28.4076939,[[[645 537]]],"(723, 525)"
28.4453768,[[[645 537]]],"(723, 525)"
28.4860355,[[[645 537]]],"(723, 525)"
28.5261199,[[[645 537]]],"(723, 525)"
28.5690771,[[[645 537]]],"(723, 525)"
28.6098646,[[[645 537]]],"(723, 525)"
28.6522151,[[[645 537]]],"(723, 525)"
28.6971781,[[[645 537]]],"(723, 525)"
28.7391533,[[[645 537]]],"(723, 525)"
28.7765187,[[[645 537]]],"(723, 525)"
28.8157429,[[[645 537]]],"(723, 525)"
28.8608301,[[[645 537]]],"(723, 525)"
28.9038816,[[[645 537]]],"(723, 525)"
28.9423225,[[[645 537]]],"(723, 525)"
28.9786548,[[[645 537]]],"(723, 525)"
29.0259445,[[[645 537]]],"(722, 525)"
29.0682927,[[[645 537]]],"(723, 525)"
29.1106554,[[[645 537]]],"(723, 525)"
29.1517965,[[[645 537]]],"(723, 525)"
29.1929326,[[[645 537]]],"(723, 525)"
29.2374581,[[[645 537]]],"(723, 525)"
29.2802703,[[[645 537]]],"(723, 525)"
29.3252238,[[[645 537]]],"(723, 525)"
29.3682211,[[[645 537]]],"(723, 525)"
29.4096949,[[[645 537]]],"(723, 525)"
29.4510774,[[[645 537]]],"(722, 525)"
29.4908571,[[[645 537]]],"(722, 525)"
29.5360348,[[[645 537]]],"(723, 525)"
29.5731615,[[[645 537]]],"(723, 525)"
29.6121602,[[[645 537]]],"(723, 525)"
29.6555171,[[[645 537]]],"(723, 525)"
29.6984379,[[[645 537]]],"(723, 525)"
29.742335,[[[645 537]]],"(723, 525)"
29.7810955,[[[645 537]]],"(723, 525)"
29.8248375,[[[645 537]]],"(723, 525)"
29.8630536,[[[645 537]]],"(723, 525)"
29.9069906,[[[645 537]]],"(723, 525)"
29.9447334,[[[645 537]]],"(723, 525)"
29.9841824,[[[645 537]]],"(723, 525)"
30.0307504,[[[645 537]]],"(723, 525)"
