Time,pixels_from_encoder,pixels_from_cv2
27.4145666,[[[795 520]]],"(633, 538)"
27.4724685,[[[784 519]]],"(631, 537)"
27.5300592,[[[765 526]]],"(662, 534)"
27.5855296,[[[755 524]]],"(660, 537)"
27.6328228,[[[756 518]]],"(658, 536)"
27.6824554,[[[747 526]]],"(647, 535)"
27.733242,[[[736 531]]],"(639, 514)"
27.7870568,[[[727 532]]],"(635, 535)"
27.8359374,[[[720 533]]],"(638, 538)"
27.8857357,[[[708 534]]],"(632, 539)"
27.9385242,[[[691 536]]],"(626, 540)"
27.9928907,[[[689 534]]],"(621, 539)"
28.052264,[[[752 520]]],"(607, 539)"
28.1025739,[[[806 515]]],"(601, 537)"
28.1577026,[[[862 499]]],"(599, 537)"
28.2092671,[[[879 481]]],"(614, 538)"
28.27389,[[[871 482]]],"(634, 536)"
28.3319215,[[[839 506]]],"(703, 524)"
28.3879422,[[[775 522]]],"(709, 520)"
28.4360454,[[[734 518]]],"(706, 519)"
28.4883656,[[[709 520]]],"(696, 523)"
28.5405717,[[[702 530]]],"(673, 503)"
28.5923158,[[[709 533]]],"(614, 529)"
28.6437957,[[[710 525]]],"(609, 531)"
28.6978022,[[[693 524]]],"(607, 535)"
28.7530791,[[[655 534]]],"(611, 535)"
28.8044439,[[[643 537]]],"(615, 520)"
28.8558984,[[[662 537]]],"(591, 514)"
28.9025419,[[[678 536]]],"(581, 519)"
28.9707376,[[[705 534]]],"(577, 536)"
29.0219723,[[[725 533]]],"(582, 537)"
29.07368,[[[742 530]]],"(608, 538)"
29.1382717,[[[758 527]]],"(615, 537)"
29.1930671,[[[760 527]]],"(621, 537)"
29.2503031,[[[755 528]]],"(627, 538)"
29.2991606,[[[747 529]]],"(634, 538)"
29.3612259,[[[737 531]]],"(637, 538)"
29.4142428,[[[731 532]]],"(636, 537)"
29.463139,[[[726 532]]],"(634, 537)"
29.5104684,[[[717 533]]],"(631, 537)"
29.5572429,[[[707 534]]],"(629, 538)"
29.6025925,[[[693 535]]],"(620, 538)"
29.6544665,[[[678 536]]],"(616, 538)"
29.7011144,[[[667 537]]],"(612, 538)"
29.7505861,[[[668 537]]],"(607, 537)"
29.8045331,[[[672 537]]],"(602, 538)"
29.8606358,[[[671 537]]],"(596, 537)"
29.9286793,[[[666 537]]],"(595, 537)"
30.0002904,[[[661 537]]],"(594, 537)"
